,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,MinutesPer90,Goals,Assists,GoalsAndAssists,NonPenaltyGoals,PenaltiesScored,PenaltiesAttempted,CrdY,CrdR,ExpGoals,NPExpGoals,ExpAssists,NPExpGoalsAndAssists,PrgC,PrgP,PrgR,GoalsPer90,AssistsPer90,GoalsAndAssistsPer90,NPGoalsPer90,NPGoalsAndAssistsPer90,ExpGoalsPer90,ExpAssistsPer90,ExpGoalsAndAssistsPer90,NPExpGoalsPer90,NPExpGoalsAndAssistsPer90
1306,Jordan Ayew,GHA,"FW,MF",Leicester City,Premier League,32,30,19,1638,18.2,5,0,5,4,1,1,5,0,3.2,2.4,1.1,3.5,49,46,86,0.27,0.0,0.27,0.22,0.22,0.17,0.06,0.24,0.13,0.19
1307,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,32,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17
1308,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,32,25,21,1773,19.7,0,2,2,0,0,0,6,1,0.4,0.4,0.9,1.3,19,137,42,0.0,0.1,0.1,0.0,0.1,0.02,0.05,0.07,0.02,0.07
1309,Jordan James,WAL,MF,Rennes,Ligue 1,20,23,14,1178,13.1,0,1,1,0,0,0,4,0,0.9,0.9,1.9,2.8,21,67,15,0.0,0.08,0.08,0.0,0.08,0.07,0.15,0.21,0.07,0.21
1310,Jordan Lefort,FRA,DF,Angers,Ligue 1,30,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.6,0.6,1.1,1.6,6,89,13,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05
1311,Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,25,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,Jordan Pefok,USA,FW,Union Berlin,Bundesliga,28,18,10,908,10.1,0,1,1,0,0,0,2,0,3.2,3.2,0.9,4.1,3,12,40,0.0,0.1,0.1,0.0,0.1,0.32,0.09,0.4,0.32,0.4
1313,Jordan Pefok,USA,FW,Reims,Ligue 1,28,7,6,380,4.2,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,3,4,7,0.24,0.0,0.24,0.24,0.24,0.21,0.17,0.38,0.21,0.38
1314,Jordan Pickford,ENG,GK,Everton,Premier League,30,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
1315,Jordan Teze,NED,DF,Monaco,Ligue 1,24,16,8,569,6.3,1,0,1,1,0,0,2,1,1.2,1.2,1.5,2.7,9,31,41,0.16,0.0,0.16,0.16,0.16,0.19,0.24,0.43,0.19,0.43
1316,Jordan Veretout,FRA,MF,Lyon,Ligue 1,31,27,19,1553,17.3,2,0,2,2,0,0,3,0,1.9,1.9,0.6,2.5,35,99,60,0.12,0.0,0.12,0.12,0.12,0.11,0.04,0.14,0.11,0.14
1317,Jordan Zemura,ZIM,DF,Udinese,Serie A,24,23,13,1415,15.7,1,2,3,1,0,0,2,0,1.0,1.0,1.0,2.0,25,42,76,0.06,0.13,0.19,0.06,0.19,0.07,0.06,0.13,0.07,0.13
1318,Jordy Makengo,FRA,DF,Freiburg,Bundesliga,22,19,7,745,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,15,35,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
1319,Jorge Cuenca,ESP,DF,Fulham,Premier League,24,8,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1320,Jorge Herrando,ESP,DF,Osasuna,La Liga,23,18,15,1366,15.2,1,0,1,1,0,0,3,0,1.2,1.2,0.0,1.2,7,38,1,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.08,0.08,0.08
1321,Jorge Sáenz,ESP,DF,Leganés,La Liga,27,23,19,1690,18.8,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,36,2,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.07,0.07,0.07
1322,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,27,36,30,2495,27.7,6,3,9,6,0,0,3,1,6.3,6.3,3.4,9.8,77,44,201,0.22,0.11,0.32,0.22,0.32,0.23,0.12,0.35,0.23,0.35
1323,Jorginho,ITA,MF,Arsenal,Premier League,32,15,9,704,7.8,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
1324,Joris Chotard,FRA,MF,Montpellier,Ligue 1,22,26,23,1892,21.0,1,0,1,1,0,0,5,0,1.3,1.3,0.5,1.7,20,80,35,0.05,0.0,0.05,0.05,0.05,0.06,0.02,0.09,0.06,0.09
1325,Josep Martinez,ESP,GK,Inter,Serie A,26,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
1326,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,28,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,Joseph Aidoo,GHA,DF,Valladolid,La Liga,28,8,6,583,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1328,Joseph Okumu,KEN,DF,Reims,Ligue 1,27,22,20,1695,18.8,1,0,1,1,0,0,5,1,1.0,1.0,0.1,1.2,18,116,1,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06
1329,Josha Vagnoman,GER,"DF,MF",Stuttgart,Bundesliga,23,26,19,1834,20.4,1,1,2,1,0,0,4,0,1.5,1.5,2.1,3.5,24,47,96,0.05,0.05,0.1,0.05,0.1,0.07,0.1,0.17,0.07,0.17
1330,Joshua Acheampong,ENG,DF,Chelsea,Premier League,18,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
1331,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,29,33,32,2847,31.6,3,7,10,3,0,0,4,0,1.8,1.8,7.4,9.2,51,362,77,0.09,0.22,0.32,0.09,0.32,0.06,0.24,0.29,0.06,0.29
1332,Joshua King,ENG,MF,Fulham,Premier League,17,8,1,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,9,16,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.51,0.22,0.51
1333,Joshua King,NOR,"FW,MF",Toulouse,Ligue 1,32,28,21,1673,18.6,6,3,9,6,0,0,2,0,6.6,6.6,2.0,8.7,39,29,108,0.32,0.16,0.48,0.32,0.48,0.36,0.11,0.47,0.36,0.47
1334,Joshua Zirkzee,NED,"FW,MF",Manchester Utd,Premier League,23,32,14,1402,15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41
1335,Josip Juranović,CRO,"DF,MF",Union Berlin,Bundesliga,28,17,13,1159,12.9,0,1,1,0,0,0,4,0,0.3,0.3,1.8,2.1,19,52,45,0.0,0.08,0.08,0.0,0.08,0.02,0.14,0.16,0.02,0.16
1336,Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,24,14,9,876,9.7,0,2,2,0,0,0,0,0,0.3,0.3,1.5,1.8,20,76,30,0.0,0.21,0.21,0.0,0.21,0.03,0.15,0.18,0.03,0.18
1337,Josué Casimir,FRA,"FW,MF",Le Havre,Ligue 1,22,27,23,1997,22.2,4,4,8,4,0,0,5,0,3.3,3.3,3.4,6.7,71,41,151,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.3,0.15,0.3
1338,José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,29,15,1,133,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,6,4,20,0.0,0.0,0.0,0.0,0.0,0.22,0.1,0.32,0.22,0.32
1339,José Campaña,ESP,MF,Las Palmas,La Liga,31,25,15,1189,13.2,0,3,3,0,0,0,5,0,0.1,0.1,0.9,1.1,11,87,15,0.0,0.23,0.23,0.0,0.23,0.01,0.07,0.08,0.01,0.08
1340,José Carlos González,ESP,DF,Las Palmas,La Liga,18,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,José Gragera,ESP,MF,Espanyol,La Liga,23,10,7,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1342,José Luis García Vayá,ESP,MF,Valencia,La Liga,25,34,18,1742,19.4,2,2,4,0,2,2,8,1,2.1,0.5,2.1,2.6,13,142,19,0.1,0.1,0.21,0.0,0.1,0.11,0.11,0.22,0.03,0.14
1343,José Luis Gayà,ESP,DF,Valencia,La Liga,29,23,22,1803,20.0,0,1,1,0,0,0,7,0,1.0,1.0,2.6,3.6,29,59,156,0.0,0.05,0.05,0.0,0.05,0.05,0.13,0.18,0.05,0.18
1344,José Luis Palomino,ARG,DF,Cagliari,Serie A,34,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,4,35,1,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04
1345,José María Giménez,URU,DF,Atlético Madrid,La Liga,29,27,20,1999,22.2,0,1,1,0,0,0,5,0,0.4,0.4,0.2,0.7,3,64,1,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03
1346,José Sá,POR,GK,Wolves,Premier League,31,29,29,2609,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1347,Jota,POR,"FW,MF",Rennes,Ligue 1,25,9,3,334,3.7,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,13,16,35,0.27,0.0,0.27,0.27,0.27,0.36,0.08,0.44,0.36,0.44
1348,Jota Silva,POR,"FW,MF",Nott'ham Forest,Premier League,24,31,5,854,9.5,3,1,4,3,0,0,5,0,2.1,2.1,2.9,5.0,21,18,59,0.32,0.11,0.42,0.32,0.42,0.22,0.3,0.53,0.22,0.53
1349,João Félix,POR,MF,Milan,Serie A,24,15,8,760,8.4,2,0,2,2,0,0,3,0,2.7,2.7,1.2,3.8,20,40,56,0.24,0.0,0.24,0.24,0.24,0.32,0.14,0.46,0.32,0.46
1350,João Félix,POR,"FW,MF",Chelsea,Premier League,24,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78
1351,João Gomes,BRA,MF,Wolves,Premier League,23,36,35,2974,33.0,3,1,4,3,0,0,11,1,2.9,2.9,1.2,4.1,59,165,76,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12
1352,João Neves,POR,"MF,DF",Paris S-G,Ligue 1,19,29,22,1844,20.5,3,8,11,3,0,0,1,0,3.0,3.0,4.0,7.0,35,144,80,0.15,0.39,0.54,0.15,0.54,0.15,0.2,0.34,0.15,0.34
1353,João Palhinha,POR,MF,Bayern Munich,Bundesliga,29,17,6,673,7.5,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,3,32,7,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12
1354,João Pedro,BRA,"FW,MF",Brighton,Premier League,22,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46
1355,Joël Schingtienne,BEL,DF,Venezia,Serie A,21,16,12,1122,12.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,5,28,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1356,Joël Veltman,NED,DF,Brighton,Premier League,32,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05
1357,Joško Gvardiol,CRO,DF,Manchester City,Premier League,22,37,36,3277,36.4,5,0,5,5,0,0,2,0,4.6,4.3,2.1,6.3,91,264,121,0.14,0.0,0.14,0.14,0.14,0.13,0.06,0.18,0.12,0.17
1358,Juan Bernat,ESP,"DF,MF",Villarreal,La Liga,31,10,1,212,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,4,8,23,0.0,0.42,0.42,0.0,0.42,0.12,0.17,0.29,0.12,0.29
1359,Juan Bernat,ESP,"MF,DF",Getafe,La Liga,31,14,9,699,7.8,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,14,36,0.0,0.13,0.13,0.0,0.13,0.02,0.09,0.11,0.02,0.11
1360,Juan Berrocal,ESP,DF,Getafe,La Liga,25,19,11,1063,11.8,0,0,0,0,0,0,8,1,0.4,0.4,0.0,0.4,1,25,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
1361,Juan Cruz,ESP,"FW,MF",Leganés,La Liga,24,34,26,2257,25.1,5,4,9,5,0,0,2,0,2.7,2.7,4.1,6.9,59,66,131,0.2,0.16,0.36,0.2,0.36,0.11,0.17,0.27,0.11,0.27
1362,Juan Cruz Armada,ESP,DF,Osasuna,La Liga,32,25,19,1492,16.6,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.2,9,53,12,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1363,Juan Cuadrado,COL,"DF,MF",Atalanta,Serie A,36,23,7,832,9.2,0,2,2,0,0,0,3,0,0.9,0.9,2.0,2.9,41,64,90,0.0,0.22,0.22,0.0,0.22,0.1,0.22,0.31,0.1,0.31
1364,Juan David Cabal,COL,DF,Juventus,Serie A,23,7,6,460,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,14,17,19,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
1365,Juan Foyth,ARG,DF,Villarreal,La Liga,26,19,17,1517,16.9,1,0,1,1,0,0,4,0,2.4,2.4,0.3,2.8,13,65,11,0.06,0.0,0.06,0.06,0.06,0.14,0.02,0.16,0.14,0.16
1366,Juan Herzog,ESP,DF,Las Palmas,La Liga,21,19,15,1315,14.6,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0,27,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
1367,Juan Jesus,BRA,DF,Napoli,Serie A,33,15,12,1074,11.9,0,1,1,0,0,0,2,0,0.3,0.3,0.0,0.4,3,50,2,0.0,0.08,0.08,0.0,0.08,0.03,0.0,0.03,0.03,0.03
1368,Juan Miranda,ESP,DF,Bologna,Serie A,24,31,25,2277,25.3,0,6,6,0,0,0,4,1,0.7,0.7,6.1,6.8,34,163,88,0.0,0.24,0.24,0.0,0.24,0.03,0.24,0.27,0.03,0.27
1369,Juan Musso,ARG,GK,Atalanta,Serie A,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,Juan Musso,ARG,GK,Atlético Madrid,La Liga,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,Juan Soriano,ESP,GK,Leganés,La Liga,26,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,20,32,18,1722,19.1,4,4,8,4,0,0,6,1,2.1,2.1,2.8,5.0,44,68,83,0.21,0.21,0.42,0.21,0.42,0.11,0.15,0.26,0.11,0.26
1373,Juanmi,ESP,"FW,MF",Getafe,La Liga,31,13,8,696,7.7,0,0,0,0,0,0,2,0,2.9,2.9,0.3,3.2,6,8,28,0.0,0.0,0.0,0.0,0.0,0.37,0.04,0.41,0.37,0.41
1374,Juanmi,ESP,"FW,MF",Betis,La Liga,31,11,2,244,2.7,0,0,0,0,0,0,2,0,0.7,0.7,0.4,1.0,4,4,18,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.39,0.25,0.39
1375,Juanmi Latasa,ESP,FW,Valladolid,La Liga,23,28,14,1398,15.5,3,0,3,3,0,0,6,1,4.2,4.2,0.9,5.1,3,17,40,0.19,0.0,0.19,0.19,0.19,0.27,0.06,0.33,0.27,0.33
1376,Juanpe,ESP,DF,Girona,La Liga,33,12,8,727,8.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,2,26,0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
1377,Jubal,BRA,DF,Auxerre,Ligue 1,30,30,30,2640,29.3,6,0,6,3,3,4,7,0,5.2,2.0,0.9,2.9,1,33,3,0.2,0.0,0.2,0.1,0.1,0.18,0.03,0.21,0.07,0.1
1378,Jude Bellingham,ENG,MF,Real Madrid,La Liga,21,31,29,2488,27.6,9,8,17,8,1,2,5,1,11.4,9.9,3.9,13.7,74,199,143,0.33,0.29,0.61,0.29,0.58,0.41,0.14,0.55,0.36,0.5
1379,Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,23,14,14,1206,13.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,Jules Koundé,FRA,DF,Barcelona,La Liga,25,32,29,2605,28.9,2,3,5,2,0,0,4,0,1.8,1.8,3.9,5.7,44,165,190,0.07,0.1,0.17,0.07,0.17,0.06,0.13,0.2,0.06,0.2
1381,Julian Araujo,MEX,DF,Bournemouth,Premier League,22,12,7,497,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,14,22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1382,Julian Brandt,GER,MF,Dortmund,Bundesliga,28,30,28,2303,25.6,5,10,15,5,0,0,1,0,4.8,4.8,8.5,13.2,61,149,199,0.2,0.39,0.59,0.2,0.59,0.19,0.33,0.52,0.19,0.52
1383,Julian Chabot,GER,DF,Stuttgart,Bundesliga,26,31,27,2269,25.2,3,1,4,3,0,0,11,1,2.0,1.8,0.5,2.4,7,108,5,0.12,0.04,0.16,0.12,0.16,0.08,0.02,0.1,0.07,0.09
1384,Julian Niehues,GER,MF,Heidenheim,Bundesliga,23,8,0,154,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,0,6,3,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.22,0.15,0.22
1385,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26,29,27,2259,25.1,2,3,5,2,0,0,6,1,0.7,0.7,4.5,5.2,66,92,136,0.08,0.12,0.2,0.08,0.2,0.03,0.18,0.21,0.03,0.21
1386,Julian Weigl,GER,MF,Gladbach,Bundesliga,28,33,33,2881,32.0,0,2,2,0,0,0,8,0,0.7,0.7,1.1,1.9,11,122,9,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06
1387,Julien Duranville,BEL,"FW,MF",Dortmund,Bundesliga,18,12,2,283,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.6,16,7,33,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18
1388,Julien Le Cardinal,FRA,DF,Brest,Ligue 1,26,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,7,39,1,0.0,0.07,0.07,0.0,0.07,0.03,0.02,0.05,0.03,0.05
1389,Julio Enciso,PAR,"MF,FW",Brighton,Premier League,20,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38
1390,Julio Enciso,PAR,"MF,FW",Ipswich Town,Premier League,20,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,23,28,44,0.21,0.31,0.52,0.21,0.52,0.18,0.14,0.32,0.18,0.32
1391,Julio Soler,ARG,"DF,FW",Bournemouth,Premier League,19,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,Julián Chicco,ARG,"MF,DF",Leganés,La Liga,26,14,2,302,3.4,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.6,8,16,7,0.0,0.3,0.3,0.0,0.3,0.14,0.05,0.19,0.14,0.19
1393,Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23,10,5,454,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,24,4,0.2,0.2,0.4,0.2,0.4,0.05,0.09,0.14,0.05,0.14
1394,Julián Álvarez,ARG,FW,Atlético Madrid,La Liga,24,37,30,2509,27.9,17,4,21,13,4,4,5,0,14.1,11.0,5.3,16.3,79,92,162,0.61,0.14,0.75,0.47,0.61,0.51,0.19,0.7,0.39,0.59
1395,Juma Bah,SLE,DF,Valladolid,La Liga,18,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
1396,Juma Bah,SLE,DF,Lens,Ligue 1,18,10,8,686,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,9,1,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
1397,Junior Adamu,AUT,FW,Freiburg,Bundesliga,23,25,19,1545,17.2,2,2,4,2,0,0,5,1,5.5,5.5,2.4,7.9,8,14,84,0.12,0.12,0.23,0.12,0.23,0.32,0.14,0.46,0.32,0.46
1398,Junior Ajayi,CIV,FW,Hellas Verona,Serie A,19,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23,7,3,293,3.3,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.0,0.31,0.31,0.0,0.31,0.26,0.29,0.56,0.26,0.56
1400,Junior Messias,BRA,"MF,FW",Genoa,Serie A,33,17,8,847,9.4,1,1,2,1,0,1,1,0,2.4,1.4,0.7,2.1,32,32,49,0.11,0.11,0.21,0.11,0.21,0.25,0.07,0.33,0.15,0.23
1401,Junior Mwanga,FRA,MF,Strasbourg,Ligue 1,21,8,2,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1402,Junior Mwanga,FRA,MF,Le Havre,Ligue 1,21,11,11,952,10.6,1,2,3,1,0,0,1,1,1.3,1.3,1.0,2.3,15,42,15,0.09,0.19,0.28,0.09,0.28,0.12,0.1,0.22,0.12,0.22
1403,Junior Ndiaye,FRA,FW,Montpellier,Ligue 1,19,15,4,441,4.9,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,5,7,26,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19
1404,Junior Sambia,FRA,"DF,FW",Empoli,Serie A,27,17,2,387,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,21,20,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16
1405,Junya Ito,JPN,"FW,MF",Reims,Ligue 1,31,33,31,2690,29.9,4,3,7,4,0,0,1,0,4.6,4.6,7.1,11.7,100,133,256,0.13,0.1,0.23,0.13,0.23,0.16,0.24,0.39,0.16,0.39
1406,Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24,34,20,1892,21.0,3,2,5,3,0,0,2,0,2.8,2.8,1.3,4.1,34,72,86,0.14,0.1,0.24,0.14,0.24,0.13,0.06,0.19,0.13,0.19
1407,Jurriën Timber,NED,DF,Arsenal,Premier League,23,30,27,2417,26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08
1408,Justin Bourgault,FRA,DF,Brest,Ligue 1,18,2,2,122,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,4,12,0.74,0.0,0.74,0.74,0.74,0.05,0.1,0.15,0.05,0.15
1409,Justin Devenny,NIR,MF,Crystal Palace,Premier League,20,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25
1410,Justin Diehl,GER,"FW,DF",Stuttgart,Bundesliga,19,6,0,104,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,5,5,20,0.87,0.0,0.87,0.87,0.87,0.84,0.1,0.94,0.84,0.94
1411,Justin Kluivert,NED,MF,Bournemouth,Premier League,25,34,29,2340,26.0,12,6,18,6,6,6,8,0,10.3,5.6,4.8,10.5,81,105,173,0.46,0.23,0.69,0.23,0.46,0.4,0.19,0.58,0.22,0.4
1412,Justin Njinmah,GER,"FW,MF",Werder Bremen,Bundesliga,23,26,10,952,10.6,3,2,5,3,0,0,1,0,3.7,3.7,1.6,5.2,33,23,103,0.28,0.19,0.47,0.28,0.47,0.35,0.15,0.49,0.35,0.49
1413,Justin Smith,CAN,MF,Espanyol,La Liga,21,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
1414,Justin-Noël Kalumba,FRA,"FW,MF",Angers,Ligue 1,19,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
1415,Jáder Durán,COL,FW,Aston Villa,Premier League,20,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,7,13,44,0.99,0.0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71
1416,Jérémy Jacquet,FRA,DF,Rennes,Ligue 1,19,11,11,927,10.3,0,1,1,0,0,0,0,0,0.8,0.8,0.8,1.6,8,40,4,0.0,0.1,0.1,0.0,0.1,0.08,0.08,0.16,0.08,0.16
1417,Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,26,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
